52, 2012 SEP 28 18:23:02,  3.3913849328375559e+03,  1.3744796872130988e+02, -4.5901844652327437e+00
53, 2012 SEP 29 19:04:33,  3.3913851530316365e+03,  1.3744800301203372e+02, -4.5901780947988247e+00
54, 2012 SEP 30 19:46:05,  3.3913853703362779e+03,  1.3744800301188209e+02, -4.5901780948420141e+00
55, 2012 OCT 01 20:27:37,  3.3913840631435082e+03,  1.3744834632398050e+02, -4.5901851142575660e+00
56, 2012 OCT 02 21:09:09,  3.3913840565869805e+03,  1.3744840019188055e+02, -4.5901378696450825e+00
57, 2012 OCT 03 21:50:40,  3.3913842663991886e+03,  1.3744838998770413e+02, -4.5901416377915316e+00
58, 2012 OCT 04 22:32:12,  3.3913844499903853e+03,  1.3744838998751186e+02, -4.5901416380515254e+00
59, 2012 OCT 05 23:13:44,  3.3913847153026350e+03,  1.3744839276764020e+02, -4.5901183901167553e+00
60, 2012 OCT 06 23:55:15,  3.3913848817136159e+03,  1.3744839276797273e+02, -4.5901183900691676e+00
61, 2012 OCT 08 00:36:47,  3.3913850394060946e+03,  1.3744839276729192e+02, -4.5901183904294216e+00
62, 2012 OCT 09 01:18:19,  3.3913851883375410e+03,  1.3744839276753729e+02, -4.5901183901801872e+00
63, 2012 OCT 10 01:59:50,  3.3913853283930844e+03,  1.3744839276757813e+02, -4.5901183901638278e+00
64, 2012 OCT 11 02:41:22,  3.3913854594943832e+03,  1.3744839276801932e+02, -4.5901183905276470e+00
65, 2012 OCT 12 03:22:54,  3.3913855815315424e+03,  1.3744839276803199e+02, -4.5901183901919369e+00
66, 2012 OCT 13 04:04:25,  3.3913856944210670e+03,  1.3744839276792800e+02, -4.5901183901798790e+00
67, 2012 OCT 14 04:45:57,  3.3913857979801769e+03,  1.3744839276725247e+02, -4.5901183906453626e+00
68, 2012 OCT 15 05:27:29,  3.3913858921935289e+03,  1.3744839276744491e+02, -4.5901183902384073e+00
69, 2012 OCT 16 06:09:00,  3.3913859768757447e+03,  1.3744839276758748e+02, -4.5901183904545411e+00
70, 2012 OCT 17 06:50:32,  3.3913860519032546e+03,  1.3744839276733350e+02, -4.5901183905539682e+00
71, 2012 OCT 18 07:32:04,  3.3913861171441922e+03,  1.3744839276771566e+02, -4.5901183905205345e+00
72, 2012 OCT 19 08:13:36,  3.3913861724600551e+03,  1.3744839276761343e+02, -4.5901183905242560e+00
73, 2012 OCT 20 08:55:07,  3.3913862176816538e+03,  1.3744839276756994e+02, -4.5901183905122469e+00
74, 2012 OCT 21 09:36:39,  3.3913862526981411e+03,  1.3744839276800894e+02, -4.5901183903939682e+00
75, 2012 OCT 22 10:18:11,  3.3913862772912339e+03,  1.3744839276787334e+02, -4.5901183907367917e+00
76, 2012 OCT 23 10:59:42,  3.3913862913342850e+03,  1.3744839276760945e+02, -4.5901183903472980e+00
77, 2012 OCT 24 11:41:14,  3.3913862946392260e+03,  1.3744839276764816e+02, -4.5901183906530143e+00
78, 2012 OCT 25 12:22:46,  3.3913862870417797e+03,  1.3744839276801801e+02, -4.5901183904856255e+00
79, 2012 OCT 26 13:04:17,  3.3913862683582533e+03,  1.3744839276796071e+02, -4.5901183905248768e+00
80, 2012 OCT 27 13:45:49,  3.3913862384117574e+03,  1.3744839276844695e+02, -4.5901183903983060e+00
81, 2012 OCT 28 14:27:21,  3.3913861969376094e+03,  1.3744839276832886e+02, -4.5901183908697663e+00
82, 2012 OCT 29 15:08:52,  3.3913861438351664e+03,  1.3744839276850126e+02, -4.5901183908881595e+00
83, 2012 OCT 30 15:50:24,  3.3913860788509865e+03,  1.3744839276819494e+02, -4.5901183905599012e+00
84, 2012 OCT 31 16:31:56,  3.3913860018142009e+03,  1.3744839276842387e+02, -4.5901183905980085e+00
85, 2012 NOV 01 17:13:28,  3.3913859124972114e+03,  1.3744839276872165e+02, -4.5901183903999732e+00
86, 2012 NOV 02 17:54:59,  3.3913858106236717e+03,  1.3744839276884341e+02, -4.5901183909179517e+00
87, 2012 NOV 03 18:36:31,  3.3913856960648241e+03,  1.3744839276839286e+02, -4.5901183909562890e+00
88, 2012 NOV 04 19:18:03,  3.3913855685504072e+03,  1.3744839276858670e+02, -4.5901183908650127e+00
89, 2012 NOV 05 19:59:34,  3.3913854278871277e+03,  1.3744839276870724e+02, -4.5901183906270617e+00
90, 2012 NOV 06 20:41:06,  3.3913852738025203e+03,  1.3744839276909690e+02, -4.5901183909145651e+00
91, 2012 NOV 07 21:22:38,  3.3913851060871289e+03,  1.3744839276888990e+02, -4.5901183904762046e+00
92, 2012 NOV 08 22:04:09,  3.3913849245062861e+03,  1.3744839276887515e+02, -4.5901183908681427e+00
93, 2012 NOV 09 22:45:41,  3.3913847288237998e+03,  1.3744839276912566e+02, -4.5901183908432488e+00
94, 2012 NOV 10 23:27:13,  3.3913845187788042e+03,  1.3744839276843638e+02, -4.5901183909347685e+00
95, 2012 NOV 12 00:08:44,  3.3913842941243893e+03,  1.3744839276899549e+02, -4.5901183909554870e+00
96, 2012 NOV 13 00:50:16,  3.3913840546782917e+03,  1.3744839276938475e+02, -4.5901183903823286e+00
97, 2012 NOV 14 01:31:48,  3.3913838001030349e+03,  1.3744839276944558e+02, -4.5901183908431848e+00
98, 2012 NOV 15 02:13:19,  3.3913835302137500e+03,  1.3744839276918225e+02, -4.5901183908594714e+00
99, 2012 NOV 16 02:54:51,  3.3913832446885976e+03,  1.3744839276941886e+02, -4.5901183909259453e+00
100, 2012 NOV 17 03:36:23,  3.3913829465005861e+03,  1.3744836632738773e+02, -4.5901317219757241e+00
101, 2012 NOV 18 04:17:55,  3.3913826290500606e+03,  1.3744836632738406e+02, -4.5901317220084747e+00
102, 2012 NOV 19 04:59:26,  3.3913820547677374e+03,  1.3744874818109076e+02, -4.5900675274068554e+00
103, 2012 NOV 20 05:40:58,  3.3913817043482213e+03,  1.3744874818131944e+02, -4.5900675276154814e+00
104, 2012 NOV 21 06:22:30,  3.3913813370680946e+03,  1.3744874818151331e+02, -4.5900675279747478e+00
105, 2012 NOV 22 07:04:01,  3.3913809527002863e+03,  1.3744874818201035e+02, -4.5900675271658224e+00
106, 2012 NOV 23 07:45:33,  3.3913805509376107e+03,  1.3744874818175541e+02, -4.5900675276452620e+00
107, 2012 NOV 24 08:27:05,  3.3913801315641672e+03,  1.3744874818199344e+02, -4.5900675269515210e+00
108, 2012 NOV 25 09:08:36,  3.3913796942669919e+03,  1.3744874818232995e+02, -4.5900675275948917e+00
109, 2012 NOV 26 09:50:08,  3.3913792388560355e+03,  1.3744874818183786e+02, -4.5900675274153926e+00
110, 2012 NOV 27 10:31:40,  3.3913787650431464e+03,  1.3744874818195930e+02, -4.5900675275564629e+00
111, 2012 NOV 28 11:13:11,  3.3913782476261576e+03,  1.3744874170717665e+02, -4.5900658376564376e+00
112, 2012 NOV 29 11:54:43,  3.3913777363458071e+03,  1.3744874170731543e+02, -4.5900658373182797e+00
113, 2012 NOV 30 12:36:15,  3.3913772058499690e+03,  1.3744874170689243e+02, -4.5900658378341488e+00
114, 2012 DEC 01 13:17:46,  3.3913766560174786e+03,  1.3744874170711932e+02, -4.5900658377933166e+00
115, 2012 DEC 02 13:59:18,  3.3913760866030093e+03,  1.3744874170756293e+02, -4.5900658376817836e+00
116, 2012 DEC 03 14:40:50,  3.3913754973040996e+03,  1.3744874170757467e+02, -4.5900658374655228e+00
117, 2012 DEC 04 15:22:22,  3.3913748878569404e+03,  1.3744874170726865e+02, -4.5900658379458905e+00
118, 2012 DEC 05 16:03:53,  3.3913742581753622e+03,  1.3744874170730583e+02, -4.5900658373563434e+00
119, 2012 DEC 06 16:45:25,  3.3913736078903162e+03,  1.3744874170751245e+02, -4.5900658374951568e+00
120, 2012 DEC 07 17:26:57,  3.3913728167535014e+03,  1.3744887709445877e+02, -4.5905613894301158e+00
121, 2012 DEC 08 18:08:28,  3.3913719128702160e+03,  1.3744915178809379e+02, -4.5903990315792731e+00
122, 2012 DEC 09 18:50:00,  3.3913712130740569e+03,  1.3744916711094086e+02, -4.5903917835703307e+00
123, 2012 DEC 10 19:31:32,  3.3913695764598638e+03,  1.3744939765003011e+02, -4.5901731009036242e+00
124, 2012 DEC 11 20:13:03,  3.3913689881820596e+03,  1.3744932571101032e+02, -4.5899817749416290e+00
125, 2012 DEC 12 20:54:35,  3.3913671720268089e+03,  1.3744937452676982e+02, -4.5897486972946977e+00
126, 2012 DEC 13 21:36:07,  3.3913663718295006e+03,  1.3744937452725682e+02, -4.5897486976474537e+00
127, 2012 DEC 14 22:17:38,  3.3913653212828349e+03,  1.3744943025484559e+02, -4.5893388840430775e+00
128, 2012 DEC 15 22:59:10,  3.3913644765912254e+03,  1.3744943025421861e+02, -4.5893388842623049e+00
129, 2012 DEC 16 23:40:42,  3.3913636092706570e+03,  1.3744943025479159e+02, -4.5893388843230696e+00
130, 2012 DEC 18 00:22:13,  3.3913630122965028e+03,  1.3744943544051918e+02, -4.5892467219330388e+00
131, 2012 DEC 19 01:03:45,  3.3913620993550298e+03,  1.3744943544064975e+02, -4.5892467214107944e+00
132, 2012 DEC 20 01:45:17,  3.3913611633326486e+03,  1.3744943544021999e+02, -4.5892467216606052e+00
133, 2012 DEC 21 02:26:49,  3.3913603197583984e+03,  1.3744929963831694e+02, -4.5895662429616433e+00
134, 2012 DEC 22 03:08:20,  3.3913593371716852e+03,  1.3744929963824117e+02, -4.5895662429507569e+00
135, 2012 DEC 23 03:49:52,  3.3913583311162756e+03,  1.3744929963868535e+02, -4.5895662428928645e+00
136, 2012 DEC 24 04:31:24,  3.3913573014559570e+03,  1.3744929963900523e+02, -4.5895662426635049e+00
137, 2012 DEC 25 05:12:55,  3.3913562480481369e+03,  1.3744929963861492e+02, -4.5895662427205854e+00
138, 2012 DEC 26 05:54:27,  3.3913551707998395e+03,  1.3744929963849262e+02, -4.5895662432816344e+00
139, 2012 DEC 27 06:35:59,  3.3913540696161231e+03,  1.3744929963898377e+02, -4.5895662427718369e+00
140, 2012 DEC 28 07:17:30,  3.3913529444222745e+03,  1.3744929963847656e+02, -4.5895662428971953e+00
141, 2012 DEC 29 07:59:02,  3.3913517950753394e+03,  1.3744929963897687e+02, -4.5895662431472362e+00
142, 2012 DEC 30 08:40:34,  3.3913506215466195e+03,  1.3744929963869527e+02, -4.5895662432250042e+00
143, 2012 DEC 31 09:22:05,  3.3913494237498994e+03,  1.3744929963871613e+02, -4.5895662432443425e+00
144, 2013 JAN 01 10:03:37,  3.3913482016367316e+03,  1.3744929963903158e+02, -4.5895662429935191e+00
145, 2013 JAN 02 10:45:09,  3.3913469551721068e+03,  1.3744929963895763e+02, -4.5895662431143629e+00
146, 2013 JAN 03 11:26:41,  3.3913456842886003e+03,  1.3744929963868046e+02, -4.5895662432194202e+00
147, 2013 JAN 04 12:08:12,  3.3913445604271269e+03,  1.3744927628196058e+02, -4.5896105470821578e+00
148, 2013 JAN 05 12:49:44,  3.3913432406719480e+03,  1.3744927628168998e+02, -4.5896105472251261e+00
149, 2013 JAN 06 13:31:16,  3.3913418964484977e+03,  1.3744927628185147e+02, -4.5896105470398982e+00
150, 2013 JAN 07 14:12:47,  3.3913405277675479e+03,  1.3744927628226017e+02, -4.5896105471737192e+00
151, 2013 JAN 08 14:54:19,  3.3913391740377274e+03,  1.3744927167154952e+02, -4.5896213951325588e+00
152, 2013 JAN 09 15:35:51,  3.3913379444839370e+03,  1.3744926421391921e+02, -4.5896570481964236e+00
153, 2013 JAN 10 16:17:22,  3.3913365025478329e+03,  1.3744926421324308e+02, -4.5896570486439252e+00
154, 2013 JAN 11 16:58:54,  3.3913350362558604e+03,  1.3744926421347415e+02, -4.5896570484127075e+00
155, 2013 JAN 12 17:40:26,  3.3913335456604314e+03,  1.3744926421382897e+02, -4.5896570482166599e+00
156, 2013 JAN 13 18:21:57,  3.3913320308455031e+03,  1.3744926421444990e+02, -4.5896570479937733e+00
157, 2013 JAN 14 19:03:29,  3.3913304918596732e+03,  1.3744926421384369e+02, -4.5896570481942662e+00
158, 2013 JAN 15 19:45:01,  3.3913289287711068e+03,  1.3744926421425586e+02, -4.5896570484301158e+00
159, 2013 JAN 16 20:26:32,  3.3913271837186121e+03,  1.3744927953728865e+02, -4.5896407241274710e+00
160, 2013 JAN 17 21:08:04,  3.3913255727770393e+03,  1.3744927953733691e+02, -4.5896407244131456e+00
161, 2013 JAN 18 21:49:36,  3.3913239380833988e+03,  1.3744927953704348e+02, -4.5896407245454682e+00
162, 2013 JAN 19 22:31:08,  3.3913224749023448e+03,  1.3744918725930788e+02, -4.5895598478752522e+00
163, 2013 JAN 20 23:12:39,  3.3913209796394572e+03,  1.3744916678341633e+02, -4.5895843162943510e+00
164, 2013 JAN 21 23:54:11,  3.3913191629758117e+03,  1.3744918246301620e+02, -4.5895763395501490e+00
165, 2013 JAN 23 00:35:43,  3.3913174346033584e+03,  1.3744918246255685e+02, -4.5895763396826865e+00
166, 2013 JAN 24 01:17:14,  3.3913157821846921e+03,  1.3744917656502631e+02, -4.5895946225360351e+00
167, 2013 JAN 25 01:58:46,  3.3913140079479326e+03,  1.3744917656405829e+02, -4.5895946227654294e+00
168, 2013 JAN 26 02:40:18,  3.3913122110763038e+03,  1.3744917656430496e+02, -4.5895946227853841e+00
169, 2013 JAN 27 03:21:49,  3.3913103917267099e+03,  1.3744917656404104e+02, -4.5895946227065334e+00
170, 2013 JAN 28 04:03:21,  3.3913085501205037e+03,  1.3744917656391584e+02, -4.5895946230922249e+00
171, 2013 JAN 29 04:44:53,  3.3913066865229453e+03,  1.3744917656507178e+02, -4.5895946225234709e+00
172, 2013 JAN 30 05:26:24,  3.3913048010974749e+03,  1.3744917656447561e+02, -4.5895946228855156e+00
173, 2013 JAN 31 06:07:56,  3.3913028941187681e+03,  1.3744917656423371e+02, -4.5895946229351940e+00
174, 2013 FEB 01 06:49:28,  3.3913009658377396e+03,  1.3744917656482511e+02, -4.5895946228499991e+00
175, 2013 FEB 02 07:30:59,  3.3912990165008591e+03,  1.3744917656482323e+02, -4.5895946228248290e+00
176, 2013 FEB 03 08:12:31,  3.3912970463798310e+03,  1.3744917656431957e+02, -4.5895946229861702e+00
177, 2013 FEB 04 08:54:03,  3.3912950557529616e+03,  1.3744917656466387e+02, -4.5895946228967075e+00
178, 2013 FEB 05 09:35:35,  3.3912930449241589e+03,  1.3744917656485705e+02, -4.5895946228632702e+00
179, 2013 FEB 06 10:17:06,  3.3912910141534994e+03,  1.3744917656485563e+02, -4.5895946231217186e+00
180, 2013 FEB 07 10:58:38,  3.3912889637850712e+03,  1.3744917656465242e+02, -4.5895946230272360e+00
181, 2013 FEB 08 11:40:10,  3.3912868940891331e+03,  1.3744917656479751e+02, -4.5895946233247287e+00
182, 2013 FEB 09 12:21:41,  3.3912848054284650e+03,  1.3744917656471372e+02, -4.5895946233896705e+00
183, 2013 FEB 10 13:03:13,  3.3912826981340331e+03,  1.3744917656446992e+02, -4.5895946232027471e+00
184, 2013 FEB 11 13:44:45,  3.3912805725080188e+03,  1.3744917656489295e+02, -4.5895946233467653e+00
185, 2013 FEB 12 14:26:16,  3.3912784289221727e+03,  1.3744917656487900e+02, -4.5895946232478266e+00
186, 2013 FEB 13 15:07:48,  3.3912762677470146e+03,  1.3744917656528963e+02, -4.5895946231185674e+00
187, 2013 FEB 14 15:49:20,  3.3912740892908118e+03,  1.3744917656532664e+02, -4.5895946230328084e+00
188, 2013 FEB 15 16:30:51,  3.3912718939465253e+03,  1.3744917656470690e+02, -4.5895946234702452e+00
189, 2013 FEB 16 17:12:23,  3.3912696821309637e+03,  1.3744917656491990e+02, -4.5895946232545688e+00
190, 2013 FEB 17 17:53:55,  3.3912674541810593e+03,  1.3744917656495483e+02, -4.5895946231715481e+00
191, 2013 FEB 18 18:35:26,  3.3912652104674776e+03,  1.3744917656432199e+02, -4.5895946236826344e+00
192, 2013 FEB 19 19:16:58,  3.3912629514786390e+03,  1.3744917656486220e+02, -4.5895946232461284e+00
193, 2013 FEB 20 19:58:30,  3.3912606775160152e+03,  1.3744917656502307e+02, -4.5895946233213039e+00
194, 2013 FEB 21 20:40:02,  3.3912583890389433e+03,  1.3744917656503901e+02, -4.5895946233020375e+00
195, 2013 FEB 22 21:21:33,  3.3912560864260363e+03,  1.3744917656468516e+02, -4.5895946234742100e+00
196, 2013 FEB 23 22:03:05,  3.3912537701270030e+03,  1.3744917656512490e+02, -4.5895946235169784e+00
197, 2013 FEB 24 22:44:37,  3.3912514405724919e+03,  1.3744917656510736e+02, -4.5895946232386375e+00
198, 2013 FEB 25 23:26:08,  3.3912490981488609e+03,  1.3744917656507195e+02, -4.5895946234219416e+00
199, 2013 FEB 27 00:07:40,  3.3912467433123479e+03,  1.3744917656509787e+02, -4.5895946234430287e+00
200, 2013 FEB 28 00:49:12,  3.3912443765010707e+03,  1.3744917656529068e+02, -4.5895946234941523e+00
201, 2013 MAR 01 01:30:43,  3.3912419981631697e+03,  1.3744917656521056e+02, -4.5895946233828626e+00
202, 2013 MAR 02 02:12:15,  3.3912396087058269e+03,  1.3744917656510449e+02, -4.5895946235996723e+00
203, 2013 MAR 03 02:53:47,  3.3912372086332534e+03,  1.3744917656526181e+02, -4.5895946234290932e+00
204, 2013 MAR 04 03:35:18,  3.3912347983251207e+03,  1.3744917656530075e+02, -4.5895946237151968e+00
205, 2013 MAR 05 04:16:50,  3.3912323783171259e+03,  1.3744917656529216e+02, -4.5895946234840892e+00
206, 2013 MAR 06 04:58:22,  3.3912299489763486e+03,  1.3744917656512231e+02, -4.5895946237578178e+00
207, 2013 MAR 07 05:39:53,  3.3912275107966757e+03,  1.3744917656494647e+02, -4.5895946241119692e+00
208, 2013 MAR 08 06:21:25,  3.3912250643160378e+03,  1.3744917656530245e+02, -4.5895946236616414e+00
209, 2013 MAR 09 07:02:57,  3.3912226098429087e+03,  1.3744917656501400e+02, -4.5895946241353203e+00
210, 2013 MAR 10 07:44:29,  3.3912201479901046e+03,  1.3744917656528432e+02, -4.5895946238228431e+00
211, 2013 MAR 11 08:26:00,  3.3912176791387565e+03,  1.3744917656529628e+02, -4.5895946235864642e+00
212, 2013 MAR 12 09:07:32,  3.3912152037291507e+03,  1.3744917656533840e+02, -4.5895946238559837e+00
213, 2013 MAR 13 09:49:04,  3.3912127222502445e+03,  1.3744917656521545e+02, -4.5895946240748415e+00
214, 2013 MAR 14 10:30:35,  3.3912102352675633e+03,  1.3744917656549779e+02, -4.5895946234266978e+00
215, 2013 MAR 15 11:12:07,  3.3912077430349273e+03,  1.3744917656542302e+02, -4.5895946240002168e+00
216, 2013 MAR 16 11:53:39,  3.3912052461818084e+03,  1.3744917656539138e+02, -4.5895946240598784e+00
217, 2013 MAR 17 12:35:10,  3.3912027451546614e+03,  1.3744917656533801e+02, -4.5895946238382352e+00
218, 2013 MAR 18 13:16:42,  3.3912002403148631e+03,  1.3744917656524760e+02, -4.5895946242147128e+00
219, 2013 MAR 19 13:58:14,  3.3911977322640591e+03,  1.3744917656556532e+02, -4.5895946239519372e+00
220, 2013 MAR 20 14:39:45,  3.3911952213399422e+03,  1.3744917656526675e+02, -4.5895946240361170e+00
221, 2013 MAR 21 15:21:17,  3.3911927080689647e+03,  1.3744917656546312e+02, -4.5895946240450778e+00
222, 2013 MAR 22 16:02:49,  3.3911901928349575e+03,  1.3744917656530330e+02, -4.5895946243804824e+00
223, 2013 MAR 23 16:44:21,  3.3911876761951999e+03,  1.3744917656526883e+02, -4.5895946242197034e+00
224, 2013 MAR 24 17:25:52,  3.3911851585325003e+03,  1.3744917656525749e+02, -4.5895946240372831e+00
225, 2013 MAR 25 18:07:24,  3.3911826403071045e+03,  1.3744917656535222e+02, -4.5895946239725003e+00
226, 2013 MAR 26 18:48:56,  3.3911801219221052e+03,  1.3744917656587324e+02, -4.5895946242587220e+00
227, 2013 MAR 27 19:30:27,  3.3911776038746953e+03,  1.3744917656597616e+02, -4.5895946242890897e+00
228, 2013 MAR 28 20:11:59,  3.3911750865963231e+03,  1.3744917656550496e+02, -4.5895946239173950e+00
229, 2013 MAR 29 20:53:31,  3.3911725704401492e+03,  1.3744917656584306e+02, -4.5895946244151142e+00
230, 2013 MAR 30 21:35:02,  3.3911700559458222e+03,  1.3744917656581552e+02, -4.5895946241410517e+00
231, 2013 MAR 31 22:16:34,  3.3911675434511676e+03,  1.3744917656563297e+02, -4.5895946244039072e+00
232, 2013 APR 01 22:58:06,  3.3911650334341844e+03,  1.3744917656561512e+02, -4.5895946243532171e+00
233, 2013 APR 02 23:39:37,  3.3911625262849402e+03,  1.3744917656579341e+02, -4.5895946242182903e+00
234, 2013 APR 04 00:21:09,  3.3911600224064314e+03,  1.3744917656577513e+02, -4.5895946241527987e+00
235, 2013 APR 05 01:02:41,  3.3911575221710805e+03,  1.3744917656596826e+02, -4.5895946246074528e+00
236, 2013 APR 06 01:44:12,  3.3911550260392082e+03,  1.3744917656578338e+02, -4.5895946246007675e+00
237, 2013 APR 07 02:25:44,  3.3911525343815529e+03,  1.3744917656571110e+02, -4.5895946242594494e+00
238, 2013 APR 08 03:07:16,  3.3911500475610396e+03,  1.3744917656570655e+02, -4.5895946243327428e+00
239, 2013 APR 09 03:48:48,  3.3911475659743678e+03,  1.3744917656575925e+02, -4.5895946246073809e+00
240, 2013 APR 10 04:30:19,  3.3911450900072800e+03,  1.3744917656608735e+02, -4.5895946245518742e+00
241, 2013 APR 11 05:11:51,  3.3911426199959965e+03,  1.3744917656614831e+02, -4.5895946248555850e+00
242, 2013 APR 12 05:53:23,  3.3911401563488844e+03,  1.3744917656576899e+02, -4.5895946245763879e+00
243, 2013 APR 13 06:34:54,  3.3911376993969889e+03,  1.3744917656564940e+02, -4.5895946245403181e+00
244, 2013 APR 14 07:16:26,  3.3911352494321400e+03,  1.3744917656582962e+02, -4.5895946247155734e+00
